timestamp,gt_x_mm,gt_y_mm,gt_z_mm,target_id,raw_x_mm,raw_y_mm,raw_z_mm,cal_x_mm,cal_y_mm,cal_z_mm
1781644828.9129465,1000.0,0.0,1000.0,0,-622,52,1414,-589,49,1340
1781644828.9668121,1000.0,0.0,1000.0,0,-620,54,1406,-587,51,1332
1781644829.0131707,1000.0,0.0,1000.0,0,-619,51,1399,-586,49,1326
1781644829.0657904,1000.0,0.0,1000.0,0,-623,50,1404,-590,47,1330
1781644829.1162653,1000.0,0.0,1000.0,0,-627,48,1402,-594,45,1328
1781644829.1664639,1000.0,0.0,1000.0,0,-627,55,1393,-594,52,1320
1781644829.2180479,1000.0,0.0,1000.0,0,-634,55,1395,-600,52,1322
1781644829.2685652,1000.0,0.0,1000.0,0,-646,48,1393,-611,45,1320
1781644829.3196688,1000.0,0.0,1000.0,0,-648,51,1391,-614,48,1317
1781644829.3713675,1000.0,0.0,1000.0,0,-662,48,1393,-627,45,1320
1781644829.4262283,1000.0,0.0,1000.0,0,-670,46,1391,-635,43,1317
1781644829.4700859,1000.0,0.0,1000.0,0,-685,42,1391,-648,40,1317
1781644829.5284634,1000.0,0.0,1000.0,0,-692,40,1391,-655,38,1317
1781644829.572742,1000.0,0.0,1000.0,0,-703,38,1391,-666,36,1317
1781644829.6277997,1000.0,0.0,1000.0,0,-708,40,1393,-670,38,1320
1781644829.672641,1000.0,0.0,1000.0,0,-716,40,1387,-677,38,1313
1781644829.7286415,1000.0,0.0,1000.0,0,-723,39,1397,-684,37,1324
1781644829.773383,1000.0,0.0,1000.0,0,-725,37,1391,-686,35,1317
1781644829.830123,1000.0,0.0,1000.0,0,-729,37,1395,-690,35,1322
1781644829.8772213,1000.0,0.0,1000.0,0,-730,40,1397,-691,38,1324
1781644829.9281647,1000.0,0.0,1000.0,0,-729,39,1395,-690,36,1322
1781644829.9767313,1000.0,0.0,1000.0,0,-728,39,1397,-690,37,1324
1781644830.028592,1000.0,0.0,1000.0,0,-733,39,1410,-694,37,1336
1781644830.0738187,1000.0,0.0,1000.0,0,-737,43,1422,-699,41,1349
1781644830.1289477,1000.0,0.0,1000.0,0,-741,43,1433,-703,41,1359
1781644830.1663778,1000.0,0.0,1000.0,0,-749,46,1448,-711,43,1374
1781644830.2296298,1000.0,0.0,1000.0,0,-744,45,1442,-706,43,1368
1781644830.266265,1000.0,0.0,1000.0,0,-749,46,1459,-711,44,1386
1781644830.3315008,1000.0,0.0,1000.0,0,-750,46,1461,-712,44,1388
